,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
1334,0x198e2,CUS_0x19f3,May,Ryan Vlastelicak,31,940-10-6588,Entrepreneur,7361.645,673.4704166666667,9,10,19,9,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",46,22,5.32,8.0,Bad,2500.0,36.25325105978243,12 Years and 0 Months,Yes,41.94567204094526,__10000__,Low_spent_Small_value_payments,265.33318903112826,Poor
1335,0xdd9a,CUS_0x72a8,January,,23,812-06-2042,Doctor,52860.62,4676.051666666667,6,7,8,3,"Home Equity Loan, Not Specified, and Payday Loan",14,9,11.36,2.0,_,1453.24,25.26889319415329,16 Years and 8 Months,No,121.78588517209243,294.45558053591463,High_spent_Small_value_payments,311.3637009586597,Standard
1336,0x22605,CUS_0x3082,April,Stevenb,38,806-23-0871,_______,20367.72,1526.3100000000004,10,8,34,3,"Credit-Builder Loan, Not Specified, and Payday Loan",20,12,13.55,11.0,Standard,2108.15,24.962539554147853,6 Years and 4 Months,Yes,36.59172018009161,58.618023254241685,Low_spent_Medium_value_payments,337.42125656566674,Poor
1337,0x410e,CUS_0x1d2b,May,Clarke,32,115-92-9660,Accountant,26217.46,,8,3,18,2,"Student Loan, and Debt Consolidation Loan",4,17,8.81,4.0,Standard,1135.43,34.82961745862879,27 Years and 1 Months,Yes,27.045547412550288,180.1449506657328,Low_spent_Large_value_payments,255.88833525505032,Standard
1338,0xb73c,CUS_0x6b79,July,,31,594-68-8045,Doctor,33656.12,2821.6766666666667,9,8,27,8,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",50,,6.42,9.0,Bad,2181.98,35.27188604313793,15 Years and 8 Months,Yes,215.35265946773004,93.52516686277446,Low_spent_Medium_value_payments,253.28984033616214,Poor
1339,0x458d,CUS_0xb503,April,Karen Jacobso,48,098-15-1551,Engineer,33835.16,2807.596666666667,5,3,13,3,"Not Specified, Home Equity Loan, and Student Loan",22,19,3.88,1.0,Standard,1353.86,26.08812166526596,27 Years and 7 Months,No,68.07297826478217,90.6653417180072,!@9#%8,402.0213466838773,Standard
1340,0x24f8b,CUS_0x6acb,February,Anna Yukhananova,45,823-08-6138,Engineer,50733.18000000001,4402.765,9,8,34,3,"Mortgage Loan, Personal Loan, and Not Specified",29,15,12.74,12.0,Standard,2130.22_,27.56187493893052,11 Years and 10 Months,Yes,74.86666604081532,588.6349899986104,!@9#%8,66.77484396057429,Poor
1341,0x24ed0,CUS_0x93a0,July,Granta,44,128-55-3371,Entrepreneur,20227.38,,7,8,28,6,"Not Specified, Not Specified, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",51,,2.79,8.0,Bad,1257.11,36.41795351663809,14 Years and 5 Months,Yes,72.86421263526391,90.3128499090697,Low_spent_Small_value_payments,278.48443745566647,Poor
1342,0x17f4a,CUS_0x66ce,May,Robin Emmotte,45,200-14-2930,Entrepreneur,15685.095_,,3,7,7,0,,13,18,3.93,5.0,Standard,350.98,24.225367792133213,33 Years and 3 Months,No,0.0,55.498400367326155,Low_spent_Medium_value_payments,357.3107246326738,Good
1343,0x21174,CUS_0x1852,July,Temple-Wests,39,350-44-7688,_______,35846.52,3014.21,4,3,19,3,"Student Loan, Mortgage Loan, and Not Specified",23,16,17.92,8.0,Standard,332.22,33.5397069941861,20 Years and 2 Months,Yes,45939.0,95.2760186356058,Low_spent_Medium_value_payments,401.7989477269567,Poor
1344,0x1ce50,CUS_0x6ddb,March,Basil Katzz,14,827-28-7539,Teacher,15433.33,,8,3,5,2,"Credit-Builder Loan, and Student Loan",17,18,17.86,12.0,Standard,2132.46,29.607103819563907,18 Years and 6 Months,Yes,18.25010304531889,118.18688353362104,Low_spent_Medium_value_payments,285.67409675439336,Poor
1345,0xa98c,CUS_0x1d08,July,Skariachanh,54,075-72-5423,Doctor,79752.42,,5,3,6,2,"Debt Consolidation Loan, and Auto Loan",17,18,4.61,1.0,Standard,1055.14,31.91914974110663,27 Years and 8 Months,No,109.8246394353797,277.65057426047684,Low_spent_Small_value_payments,537.3282863041434,Standard
1346,0x23eda,CUS_0x1bb7,January,Jonathan Stempelz,41,#F%$D@*&8,Entrepreneur,9022.16,,6,9,23,7,"Payday Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Personal Loan, and Mortgage Loan",25,719,3.93,11.0,Bad,1682.25,36.745613463570976,11 Years and 5 Months,Yes,41.611207203587725,117.18513548094349,Low_spent_Small_value_payments,235.7883239821355,Poor
1347,0x1b4b9,CUS_0xd9a,April,Ellen Freilichl,52,297-58-2164,Scientist,86372.43000000001,6986.7025,2,3,1,0,,10,11,7.46,3.0,_,1018.92,37.603380902729526,22 Years and 0 Months,NM,0.0,250.38722745401842,High_spent_Medium_value_payments,698.2830225459818,Good
1348,0xfd10,CUS_0x9daa,March,Felsenthalg,51,789-15-7049,Entrepreneur,36137.59,2876.465833333333,3,4,2,4,"Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",6,0,0.21,2.0,Good,1261.71,29.70645218527017,,No,73.14084220712401,__10000__,Low_spent_Large_value_payments,303.09855676944784,Good
1349,0x1d769,CUS_0x32d3,April,Lisaa,35,204-78-6176,Manager,20107.21,1631.6008333333332,6,6,32,2,"Credit-Builder Loan, and Home Equity Loan",15,13,10.4,11.0,Standard,2544.6,32.423758877939925,19 Years and 4 Months,Yes,27.106394895002236,66.81977464950728,Low_spent_Small_value_payments,359.23391378882377,Poor
1350,0x1a0a6,CUS_0x44dc,January,Jed Horowitzg,18,#F%$D@*&8,Mechanic,18282.34,1769.5283333333334,5,10,34,733,"Mortgage Loan, Credit-Builder Loan, Not Specified, Not Specified, Student Loan, and Credit-Builder Loan",9,17_,18.0,7.0,Standard,1310.97,27.525274599787373,8 Years and 2 Months,Yes,85.69683656090676,68.55028948047142,High_spent_Medium_value_payments,272.70570729195515,Standard
1351,0x17a16,CUS_0x4fed,May,Oreskovict,28,153-53-5786,Musician,61131.36,4880.28,3,5,23,2,"Credit-Builder Loan, and Debt Consolidation Loan",9,10,14.51,14.0,Standard,2358.58,37.8547524256297,16 Years and 5 Months,Yes,88.19366251355966,193.58272669580836,High_spent_Medium_value_payments,456.251610790632,Poor
1352,0x24dce,CUS_0x386c,January,Helen Nyambura-Mwaurar,23,810-66-9223,Media_Manager,88827.66,7456.305,3,1,4,0,,2,,11.16,0.0,Good,1061.08,27.39570343204866,,No,0.0,151.03772768042387,High_spent_Large_value_payments,834.5927723195763,Good
1353,0x230ac,CUS_0xbf1d,July,Manoj Kumars,23,#F%$D@*&8,Scientist,20434.15,,7,6,8,4,"Mortgage Loan, Student Loan, Student Loan, and Home Equity Loan",12,14,10.6,4.0,Standard,1393.23,32.11196017140443,17 Years and 7 Months,No,61.44926175114957,22.093886022103405,High_spent_Medium_value_payments,335.9414355600804,Standard
1354,0xfd72,CUS_0x3dd8,May,Anirban Nagy,25,851-44-4923,Entrepreneur,32928.14_,2948.0116666666668,0,2,5,0,,10,-1,1.6300000000000008,,Good,929.04,33.099216699260715,29 Years and 11 Months,No,0.0,142.01769872511832,Low_spent_Large_value_payments,422.7834679415483,Good
1355,0x12b65,CUS_0x330a,August,Hirschlerw,41,936-92-2913,Entrepreneur,22225113.0,3798.6925,6,9,28,4,"Auto Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",45,22,5.91,12.0,Bad,2001.71,32.0772597685291,10 Years and 9 Months,Yes,80.11142370706325,212.56540102079055,Low_spent_Medium_value_payments,367.1924252721461,Poor
1356,0x198ee,CUS_0x899d,May,ill Rigbyn,22,721-76-0335,Developer,14938.01,985.8341666666668,7,5,17,8,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",52,22_,17.45,13.0,Bad,3446.44,34.0586076863923,,Yes,89.33792942525648,102.24148784964892,Low_spent_Small_value_payments,197.00399939176128,Standard
1357,0x17631,CUS_0xa974,April,Nt,38,962-46-0528,Doctor,102432.51,8760.0425,1041,4,19,1,Not Specified,14,11,3.74,2.0,Standard,571.65,36.26748163583904,29 Years and 2 Months,NM,72.2007311033508,156.7572390948839,High_spent_Medium_value_payments,897.0462798017653,Good
1358,0x1b08e,CUS_0x1169,May,,34,352-87-0792,Lawyer,115324.62,9772.385,2,486,8,4,"Credit-Builder Loan, Payday Loan, Student Loan, and Student Loan",11,9,5.5,3.0,Good,1316.45,37.11343775949554,23 Years and 8 Months,No,199.25125980012183,1006.2384251738133,Low_spent_Small_value_payments,61.748815026064904,Good
1359,0x206dd,CUS_0x3bfd,August,David Henryy,35,433-96-5472,Journalist,16791.21,1143.2675,6,5,27,7,"Mortgage Loan, Mortgage Loan, Student Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",45,18,19.14,11.0,Bad,3321.22,26.632533063687823,1 Years and 11 Months,Yes,95.77995936781971,42.89475296282638,High_spent_Small_value_payments,235.65203766935392,Standard
1360,0x8a13,CUS_0xa9f5,February,Swahae,21,739-75-2776,Teacher,17553687.0,,7,8,29,3,"Credit-Builder Loan, Auto Loan, and Home Equity Loan",38,19,8.88,16.0,Bad,2126.67,34.752226085234284,15 Years and 6 Months,Yes,37.10487867370514,105.301625864957,Low_spent_Small_value_payments,270.72974546133787,Poor
1361,0x1cea7,CUS_0x1bbf,June,Alexei Oreskovicj,20,#F%$D@*&8,Media_Manager,14749.06,1008.0883333333336,8,10,28,5,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",40,15,27.54,8.0,_,2777.31,30.601390356882657,2 Years and 1 Months,Yes,47.85880178285707,90.99153041796987,Low_spent_Small_value_payments,251.9585011325064,Poor
1362,0x113bf,CUS_0x1e48,February,,48,962-07-8770,_______,73639.72,6119.6433333333325,6,7,18,0,,28,15,15.06,3.0,Standard,1433.03,38.87592368842385,19 Years and 3 Months,Yes,0.0,250.19788756306176,High_spent_Medium_value_payments,611.7664457702715,Standard
1363,0xa0ce,CUS_0x2bdd,January,,33,162-35-9568,Scientist,68090.85,5717.2375,7,4,20,1,Auto Loan,5,2658,_,4.0,Standard,791.78,30.578787390900203,22 Years and 5 Months,NM,31.245931355663675,40.1840945386206,High_spent_Large_value_payments,740.2937241057158,Standard
1364,0x317b,CUS_0x951b,February,Poornima Guptar,29,788-71-0922,Engineer,16471.35,1211.6125,3,8,21,4,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",8,18,16.77,12.0,Standard,1898.34,24.776243343697296,13 Years and 6 Months,Yes,46.67344608509328,129.2557407335729,Low_spent_Small_value_payments,235.2320631813338,Poor
1365,0x18c75,CUS_0xbaf2,April,McCoolm,27,569-52-7755,Developer,8171.11,886.9258333333332,7,6,16,3,"Personal Loan, Student Loan, and Student Loan",16,20,3.64,9.0,_,1739.92,37.81720577336127,12 Years and 5 Months,Yes,14.568179654225531,81.15244888490271,Low_spent_Medium_value_payments,272.9719547942051,Poor
1366,0x25d00,CUS_0xb5c3,March,Chucky,29,197-53-4663,Engineer,16285.675,1300.1395833333331,4,3,6,5,"Auto Loan, Payday Loan, Personal Loan, Student Loan, and Debt Consolidation Loan",26,14,18.67,4.0,_,295.08,38.79669419759129,17 Years and 0 Months,Yes,48.844132086716755,153.880740492719,Low_spent_Small_value_payments,217.28908575389755,Standard
1367,0x1dfd7,CUS_0x2267,February,Rigbyv,43,322-94-2134,Writer,17556.41,,8,10,34,4_,"Auto Loan, Student Loan, Mortgage Loan, and Personal Loan",21,10,11.09,9.0,_,2178.73,24.317040252102395,14 Years and 8 Months,Yes,42.1279038912681,144.7003588069193,Low_spent_Small_value_payments,222.37515396847922,Standard
1368,0x1c065,CUS_0x95d2,April,Andreasv,-500,058-15-1906,Mechanic,103221.21,8699.7675,5,5,7,2,"Home Equity Loan, and Home Equity Loan",25,14,8.51,3.0,Standard,1256.48,38.40728694934313,26 Years and 11 Months,Yes,136.70955295961318,168.5089009591029,High_spent_Large_value_payments,804.758296081284,Standard
1369,0x14352,CUS_0x2dc9,January,Lynchc,28,419-02-3637,Accountant,12505.6,1223.1333333333334,8,3,19,0,,27,13,8.81,0.0,_,304.77,38.40750876912932,20 Years and 9 Months,No,0.0,32.9854671241445,Low_spent_Medium_value_payments,369.32786620918887,Standard
1370,0xc037,CUS_0x76ed,February,en Berkowitzm,45,#F%$D@*&8,Mechanic,133455.93,11060.3275,0,3,5,3,"Not Specified, Auto Loan, and Payday Loan",1,6,1.47,3.0,Good,822.33,24.072835299711823,21 Years and 11 Months,No,284.95658308093084,470.56458646222916,High_spent_Small_value_payments,610.5115804568401,Good
1371,0x3642,CUS_0xa1f4,January,Tripathyy,20,492-47-1980,Mechanic,15054.47,1458.539166666667,10,9,20,6,"Auto Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, and Student Loan",17,24,1.05,7.0,Bad,1539.61,32.940773874342234,15 Years and 7 Months,Yes,68.26365969041564,96.02238598208936,Low_spent_Medium_value_payments,261.5678709941617,Standard
1372,0x1c787,CUS_0x75e3,June,en Deightonr,22,#F%$D@*&8,Scientist,14147.38,1091.9483333333333,7,10,30,3,"Personal Loan, Payday Loan, and Student Loan",56,18,7.54,7.0,Standard,2684.85,27.42618631029224,19 Years and 9 Months,Yes,25.78757345986844,69.14874499346004,Low_spent_Small_value_payments,304.2585148800049,Poor
1373,0x22710,CUS_0x31f8,July,Richwines,55,666-05-8845,Teacher,10394.805,1038.23375,7,4,8,1,Auto Loan,25,17,1.82,3.0,Good,139.11,27.506474056855502,20 Years and 2 Months,No,5.249273270251965,26.287831928668393,Low_spent_Large_value_payments,342.28626980107964,Good
1374,0xdf45,CUS_0xb970,August,Jeffreyy,15,210-36-3488,Engineer,19253.02,1591.418333333333,3,3,17,7_,"Personal Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, Student Loan, and Not Specified",6,8,8.08,8.0,Standard,1264.11,29.794707665487135,6 Years and 8 Months,Yes,78.30239061912039,203.8558178483139,Low_spent_Small_value_payments,166.98362486589906,Standard
1375,0x302c,CUS_0x82fa,March,Carrelg,16,146-30-8816,Mechanic,35603.8,,6,6,30,7,"Auto Loan, Auto Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Payday Loan, and Personal Loan",52,17,22.12,10.0,Bad,4041.44,39.58000051601332,1 Years and 4 Months,Yes,124.6444928564958,69.37323255541216,High_spent_Medium_value_payments,342.98060792142536,Standard
1376,0xc077,CUS_0x7091,June,Matt Falloonv,16,230-80-0322,Architect,60909.15,,3,6,9,5,"Auto Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",14,,10.8,8.0,Standard,1423.88,31.409467315902557,7 Years and 2 Months,Yes,131.1667360586821,,High_spent_Small_value_payments,529.492905421699,Poor
1377,0xa524,CUS_0x8ed4,July,Nickc,33,089-81-7594,Manager,18380.15,1396.6791666666668,5,5,11,4,"Mortgage Loan, Auto Loan, Not Specified, and Personal Loan",11,14,16.2,4.0,Standard,1456.12,33.59782710796504,16 Years and 10 Months,Yes,46.08682420582448,49.3589466800136,Low_spent_Small_value_payments,334.2221457808286,Standard
1378,0x1e92b,CUS_0xc1d9,February,Wanfengt,41,940-72-2892,Media_Manager,78860.2,6332.6833333333325,8,4,6,0,,25,8,12.19,3.0,Standard,836.53,29.364739089006672,18 Years and 8 Months,NM,0.0,187.76363764152555,Low_spent_Medium_value_payments,725.5046956918079,Standard
1379,0x2507,CUS_0x3b3f,June,Frankc,31,876-41-0796,Manager,14884.465,1538.3720833333334,8,5,1,4,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",25,17,6.79,4.0,_,1122.86,28.823368819530984,28 Years and 6 Months,No,37.78683849202279,165.46916762571252,Low_spent_Small_value_payments,240.58120221559804,Poor
1380,0xf95e,CUS_0x634d,May,Joseph Axo,40,023-02-7424,Engineer,17594.015,,0,3,11,0,,2,11,-5.48,0.0,Good,576.75,29.82949595129345,28 Years and 3 Months,No,0.0,95.50133644995852,High_spent_Small_value_payments,330.21545521670816,Good
1381,0xdb73,CUS_0x7bc3,February,ewichs,44,914-85-2580,Doctor,7636.4,884.3666666666667,6,9,20,7,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, Personal Loan, Not Specified, Mortgage Loan, and Home Equity Loan",37,17,20.33,8.0,Bad,2614.48,29.85700849220053,9 Years and 0 Months,Yes,32.111347401544286,40.825853670112316,Low_spent_Small_value_payments,305.49946559501007,Standard
1382,0x24ce1,CUS_0x80ed,April,Protarde,6206,130-12-9232,Teacher,86262.2,7188.516666666666,0,7,5,2,"Debt Consolidation Loan, and Payday Loan",22,2,9.84,2.0,Good,671.65,36.55556015888049,,No,127.02598601526624,158.5541211927801,High_spent_Medium_value_payments,683.2715594586206,Poor
1383,0x8048,CUS_0x1183,March,Barlyna,22,972-42-3182,Mechanic,134393.73,10944.4775,1,3,12,2_,"Credit-Builder Loan, and Mortgage Loan",13,2,11.49,1.0,Good,945.29,30.41908697784418,25 Years and 3 Months,No,136.0306304787093,362.4278118316009,High_spent_Medium_value_payments,845.9893076896898,Good
1384,0x1c506,CUS_0x8957,January,Dolann,24,514-65-5201,Doctor,14154.255,1467.52125,5,39,14,4_,"Not Specified, Mortgage Loan, Personal Loan, and Mortgage Loan",23,9,6.9,2.0,Standard,700.09,25.203156276644656,29 Years and 9 Months,Yes,31.19606824759825,53.89067521622442,Low_spent_Medium_value_payments,341.66538153617734,Standard
1385,0x8328,CUS_0x9e7a,July,Peter Appso,26,993-26-5069,Musician,25610.67,2190.2225,3,4,19,2,"Student Loan, and Credit-Builder Loan",9,15,2.24,1.0,Standard,46.58,38.06488954431894,24 Years and 10 Months,No,24.799708931743428,87.63873313426602,High_spent_Small_value_payments,366.58380793399056,Standard
1386,0x1cd23,CUS_0x1154,February,,40,848-35-0776,Developer,7645.095,632.0912500000002,9,9,19,5,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",44,15,21.14,10.0,Bad,2869.83,36.74300621377235,,Yes,17.487851054475886,15.926918335302625,Low_spent_Large_value_payments,299.7943556102215,Poor
1387,0x1c328,CUS_0xadee,March,Lisa Juccaw,52,748-31-3173,Lawyer,60180.09,5218.0075,7,7,17,3,"Payday Loan, Not Specified, and Home Equity Loan",28,15,4.34,1.0,Standard,1293.89,35.1499699506794,27 Years and 3 Months,No,108.6311311015468,44.60943066470414,High_spent_Large_value_payments,608.5601882337493,Standard
1388,0x72d9,CUS_0xbca8,August,Joe Rauchg,46,874-08-7483,Developer,15635.86,1341.9883333333337,3,3,15,2,"Credit-Builder Loan, and Credit-Builder Loan",17,18,6.21,1.0,Standard,409.7,31.614258005434433,,No,18.134519446557647,__10000__,High_spent_Small_value_payments,318.93577118183515,Standard
1389,0xff67,CUS_0xbf64,February,,43,667-48-1315,Teacher,41122.99,3661.915833333333,2,3,7,1,Debt Consolidation Loan,7,0,-2.85,1.0,Good,439.94,39.10870045604112,25 Years and 10 Months,No,29.87624053914999,134.181902793118,High_spent_Medium_value_payments,452.1334400010653,Good
1390,0x4ea6,CUS_0x2b6e,May,Chris Petersm,33,698-26-2985,Doctor,19633.99,1720.1658333333337,7,9,32,4,"Auto Loan, Personal Loan, Home Equity Loan, and Credit-Builder Loan",47,21,7.41,10.0,Bad,1457.54,30.135507283241843,11 Years and 7 Months,Yes,62.67126229832051,47.38495284153957,Low_spent_Large_value_payments,331.9603681934733,Poor
1391,0x2027c,CUS_0x2a25,March,Baghdjiano,35,234-67-7737,Media_Manager,9834.33,626.5275,9,8,30,6,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",48,20,22.71,6.0,Bad,3427.41,26.48987015607336,11 Years and 0 Months,Yes,47.5076315910696,57.43684712208558,Low_spent_Small_value_payments,247.70827128684482,Standard
1392,0xd543,CUS_0x8466,February,Gabriel Wildauk,27,745-34-3416,Entrepreneur,60485.13,5179.4275,9,7,15,8,"Student Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",19,21,5.15,10.0,Bad,1746.37,36.625966787046096,14 Years and 3 Months,Yes,297.16487268665674,__10000__,Low_spent_Small_value_payments,,Standard
1393,0x160a5,CUS_0x40d7,August,Murain,18,480-05-6444,Engineer,18191.86,1263.9883333333337,9,5,27,6,"Home Equity Loan, Student Loan, Student Loan, Debt Consolidation Loan, Auto Loan, and Payday Loan",58,21,25.2,6.0,Bad,4460.12,25.78341604341517,12 Years and 10 Months,Yes,78.5615213461394,83.36537615296338,Low_spent_Large_value_payments,234.47193583423058,Standard
1394,0x38e6,CUS_0x9f69,May,Seetharamanh,53,880-46-4570,_______,43504.07,3767.339166666666,5,4,2,2,"Mortgage Loan, and Student Loan",10,6,3.76,2.0,Good,530.51,31.412527481957607,30 Years and 5 Months,No,53.4283374998532,82.47381360860425,High_spent_Small_value_payments,500.83176555820916,Standard
1395,0x22cf2,CUS_0x6a6,January,Mutikanip,47,240-37-4122,Accountant,91946.91,7553.2425,3,6,12,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",22,16,17.44,0.0,_,1194.82,37.99346807410704,29 Years and 5 Months,Yes,251.16294015950425,312.420871649605,!@9#%8,441.74043819089087,Standard
1396,0x23870,CUS_0xa4f9,March,Roberta Ramptony,37,259-06-1240,Accountant,119443.29,10071.6075,1,6,1,3,"Debt Consolidation Loan, Personal Loan, and Mortgage Loan",9,,0.9,0.0,Good,418.28,34.2833928933134,28 Years and 6 Months,No,183.7905972805586,290.1932379933869,Low_spent_Large_value_payments,803.1769147260545,Standard
1397,0x18b55,CUS_0x9af6,April,Kiharad,40,372-93-7737,Lawyer,15363.115,1400.2595833333332,3,5,9,7,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Not Specified, Debt Consolidation Loan, and Personal Loan",35,17,12.56,5.0,Standard,1364.4,31.914271966813445,16 Years and 4 Months,NM,69.68884774327739,110.46774484019885,Low_spent_Small_value_payments,249.8693657498571,Standard
1398,0xf5ef,CUS_0xb9e6,February,Adam Jourdang,18,860-04-7636,Journalist,9092.87,,6,6,16,5,"Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, and Not Specified",11,17,15.8,8.0,Standard,2216.91,25.57893487579955,7 Years and 9 Months,NM,30.73349689311367,59.45880657961207,Low_spent_Small_value_payments,247.58161319394088,Standard
1399,0x1bc0,CUS_0x6015,July,Scott Maloneq,17,548-76-0110,Journalist,19163.22,1346.9350000000004,3,7,7,2,"Personal Loan, and Payday Loan",23,19,15.76,5.0,Standard,2226.37,36.87039622729873,16 Years and 8 Months,Yes,24.17564764974174,,Low_spent_Small_value_payments,302.2441734836546,Standard
1400,0x4e0b,CUS_0xc3d8,June,Angela Moony,27,781-21-4555,Developer,138722.36,11264.196666666665,5,1449,3,0,,2,6,7.61,4.0,Good,1474.32,41.16268689555871,21 Years and 6 Months,No,0.0,265.2101641567104,Low_spent_Large_value_payments,1131.209502509956,Standard
1401,0x1c3f4,CUS_0x193e,March,Kevin Yaoy,21,842-61-0519,Lawyer,107864.34,8852.695,3,4,20,7,"Payday Loan, Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Auto Loan, and Not Specified",6,9,18.32,6.0,Standard,24.17,31.71463530832274,,Yes,380.02995221925727,,Low_spent_Small_value_payments,53.2427493682705,Standard
1402,0x4328,CUS_0xb018,March,Callusn,35,#F%$D@*&8,Teacher,128189.37,10390.4475,2,7,7,2,"Payday Loan, and Debt Consolidation Loan",8,0,10.63,1.0,_,913.1,36.1304909062911,30 Years and 10 Months,No,153.26900867974257,585.4232434209083,Low_spent_Medium_value_payments,580.3524978993491,Good
1403,0x232d4,CUS_0x18e1,July,Dowsettx,37,536-82-6071,Media_Manager,36722.53,,3,6,4,0,,10,12,0.8,2.0,Good,328.05,28.59901909541123,29 Years and 8 Months,No,0.0,191.88263261968544,High_spent_Small_value_payments,361.4384507136479,Standard
1404,0x5a0b,CUS_0x5360,June,,17,025-22-7299,Teacher,17461.98,1642.165,6,5,21,2_,"Personal Loan, and Credit-Builder Loan",59,19,7.77,11.0,_,1405.7,33.58143215236842,18 Years and 9 Months,Yes,28.09484906355243,30.47899781789512,High_spent_Large_value_payments,345.64265311855246,Poor
1405,0x204f7,CUS_0x7dd8,February,Phila,48,294-22-7448,Architect,17451.235,1276.2695833333337,5,3,5,4,"Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",15,,4.38,4.0,Good,883.67,36.436495133816,20 Years and 3 Months,No,40.60167158128381,163.78989786253626,Low_spent_Small_value_payments,213.23538888951333,Standard
1406,0x10bd9,CUS_0x73f9,August,Martinne Gelleru,38_,607-70-9148,Media_Manager,58873.64,4875.136666666666,4,5,5,7,"Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Payday Loan, Auto Loan, Auto Loan, and Credit-Builder Loan",28,13,19.73,5.0,Standard,2452.62,30.834979866739697,16 Years and 8 Months,Yes,197.3143323882356,230.15653706528332,High_spent_Small_value_payments,320.0427972131476,Standard
1407,0x158fc,CUS_0xbd5e,March,,51,745-59-9139,Journalist,37452.59,2962.049166666666,4,3,1,1,Credit-Builder Loan,3,9,4.11,8.0,Good,1286.4,32.67719914672053,20 Years and 6 Months,No,29.05427308361383,292.0400966692357,Low_spent_Medium_value_payments,255.1105469138171,Standard
1408,0x69c8,CUS_0x6e13,March,Patricku,32,830-79-0141,Musician,58792.74,4876.395,1,4,1,0,,13,10,2.82,2.0,Good,57.78,38.00192875461136,18 Years and 1 Months,No,0.0,522.209621584626,Low_spent_Small_value_payments,255.429878415374,Standard
1409,0x8cca,CUS_0x7fd9,January,,55,165-28-2986,Accountant,32946.22,2865.518333333333,0,7,10,2,"Student Loan, and Debt Consolidation Loan",3,3,10.03,4.0,Good,1330.02,33.74188344551942,17 Years and 7 Months,No,46.2445849503234,41.0222288776369,High_spent_Large_value_payments,439.28501950537293,Standard
1410,0xc0cb,CUS_0x2aff,June,,36,995-63-5427,Lawyer,34483.9,2613.6583333333333,8,7,2992,9,"Credit-Builder Loan, Student Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Personal Loan, and Payday Loan",58,16,2.12,1329.0,_,4386.53,35.342348881754866,12 Years and 10 Months,NM,183.994723487218,103.00566811419368,Low_spent_Medium_value_payments,254.3654417319216,Poor
1411,0xcaf7,CUS_0x76dc,June,Casey Sullivans,41,365-99-6301,Mechanic,21088.46,1517.371666666667,0,7,8,2_,"Debt Consolidation Loan, and Credit-Builder Loan",11,12,4.85,0.0,Good,810.51,37.96081151074321,31 Years and 2 Months,NM,33.44654408969392,96.28606184308084,Low_spent_Large_value_payments,292.00456073389194,Good
